"Absolute path" "Relative path" "Class name"
"C:\pp var 4\dataset3\06207.jpg" dataset3\06207.jpg tulip
"C:\pp var 4\dataset3\07709.jpg" dataset3\07709.jpg tulip
"C:\pp var 4\dataset3\02002.jpg" dataset3\02002.jpg tulip
"C:\pp var 4\dataset3\07929.jpg" dataset3\07929.jpg tulip
"C:\pp var 4\dataset3\00919.jpg" dataset3\00919.jpg tulip
"C:\pp var 4\dataset3\05621.jpg" dataset3\05621.jpg tulip
"C:\pp var 4\dataset3\06719.jpg" dataset3\06719.jpg tulip
"C:\pp var 4\dataset3\05004.jpg" dataset3\05004.jpg tulip
"C:\pp var 4\dataset3\07035.jpg" dataset3\07035.jpg tulip
"C:\pp var 4\dataset3\08788.jpg" dataset3\08788.jpg tulip
"C:\pp var 4\dataset3\04318.jpg" dataset3\04318.jpg tulip
"C:\pp var 4\dataset3\07922.jpg" dataset3\07922.jpg tulip
"C:\pp var 4\dataset3\04901.jpg" dataset3\04901.jpg tulip
"C:\pp var 4\dataset3\05892.jpg" dataset3\05892.jpg tulip
"C:\pp var 4\dataset3\04085.jpg" dataset3\04085.jpg tulip
"C:\pp var 4\dataset3\01766.jpg" dataset3\01766.jpg tulip
"C:\pp var 4\dataset3\08618.jpg" dataset3\08618.jpg tulip
"C:\pp var 4\dataset3\05135.jpg" dataset3\05135.jpg tulip
"C:\pp var 4\dataset3\02276.jpg" dataset3\02276.jpg tulip
"C:\pp var 4\dataset3\01409.jpg" dataset3\01409.jpg tulip
"C:\pp var 4\dataset3\00101.jpg" dataset3\00101.jpg tulip
"C:\pp var 4\dataset3\00897.jpg" dataset3\00897.jpg tulip
"C:\pp var 4\dataset3\02588.jpg" dataset3\02588.jpg tulip
"C:\pp var 4\dataset3\03052.jpg" dataset3\03052.jpg tulip
"C:\pp var 4\dataset3\01364.jpg" dataset3\01364.jpg tulip
"C:\pp var 4\dataset3\03027.jpg" dataset3\03027.jpg tulip
"C:\pp var 4\dataset3\07888.jpg" dataset3\07888.jpg tulip
"C:\pp var 4\dataset3\01110.jpg" dataset3\01110.jpg tulip
"C:\pp var 4\dataset3\06016.jpg" dataset3\06016.jpg tulip
"C:\pp var 4\dataset3\06855.jpg" dataset3\06855.jpg tulip
"C:\pp var 4\dataset3\03742.jpg" dataset3\03742.jpg tulip
"C:\pp var 4\dataset3\03309.jpg" dataset3\03309.jpg tulip
"C:\pp var 4\dataset3\09740.jpg" dataset3\09740.jpg tulip
"C:\pp var 4\dataset3\07665.jpg" dataset3\07665.jpg tulip
"C:\pp var 4\dataset3\02520.jpg" dataset3\02520.jpg tulip
"C:\pp var 4\dataset3\05864.jpg" dataset3\05864.jpg tulip
"C:\pp var 4\dataset3\07026.jpg" dataset3\07026.jpg tulip
"C:\pp var 4\dataset3\05193.jpg" dataset3\05193.jpg tulip
"C:\pp var 4\dataset3\08338.jpg" dataset3\08338.jpg tulip
"C:\pp var 4\dataset3\03269.jpg" dataset3\03269.jpg tulip
"C:\pp var 4\dataset3\05695.jpg" dataset3\05695.jpg tulip
"C:\pp var 4\dataset3\00623.jpg" dataset3\00623.jpg tulip
"C:\pp var 4\dataset3\04471.jpg" dataset3\04471.jpg tulip
"C:\pp var 4\dataset3\04031.jpg" dataset3\04031.jpg tulip
"C:\pp var 4\dataset3\05732.jpg" dataset3\05732.jpg tulip
"C:\pp var 4\dataset3\06168.jpg" dataset3\06168.jpg tulip
"C:\pp var 4\dataset3\04100.jpg" dataset3\04100.jpg tulip
"C:\pp var 4\dataset3\02301.jpg" dataset3\02301.jpg tulip
"C:\pp var 4\dataset3\07061.jpg" dataset3\07061.jpg tulip
"C:\pp var 4\dataset3\08706.jpg" dataset3\08706.jpg tulip
"C:\pp var 4\dataset3\02923.jpg" dataset3\02923.jpg tulip
"C:\pp var 4\dataset3\01190.jpg" dataset3\01190.jpg tulip
"C:\pp var 4\dataset3\08794.jpg" dataset3\08794.jpg tulip
"C:\pp var 4\dataset3\08771.jpg" dataset3\08771.jpg tulip
"C:\pp var 4\dataset3\09385.jpg" dataset3\09385.jpg tulip
"C:\pp var 4\dataset3\07150.jpg" dataset3\07150.jpg tulip
"C:\pp var 4\dataset3\00602.jpg" dataset3\00602.jpg tulip
"C:\pp var 4\dataset3\06433.jpg" dataset3\06433.jpg tulip
"C:\pp var 4\dataset3\01825.jpg" dataset3\01825.jpg tulip
"C:\pp var 4\dataset3\01426.jpg" dataset3\01426.jpg tulip
"C:\pp var 4\dataset3\01855.jpg" dataset3\01855.jpg tulip
"C:\pp var 4\dataset3\01719.jpg" dataset3\01719.jpg tulip
"C:\pp var 4\dataset3\02791.jpg" dataset3\02791.jpg tulip
"C:\pp var 4\dataset3\02325.jpg" dataset3\02325.jpg tulip
"C:\pp var 4\dataset3\01301.jpg" dataset3\01301.jpg tulip
"C:\pp var 4\dataset3\09927.jpg" dataset3\09927.jpg tulip
"C:\pp var 4\dataset3\04295.jpg" dataset3\04295.jpg tulip
"C:\pp var 4\dataset3\03784.jpg" dataset3\03784.jpg tulip
"C:\pp var 4\dataset3\06501.jpg" dataset3\06501.jpg tulip
"C:\pp var 4\dataset3\06827.jpg" dataset3\06827.jpg tulip
"C:\pp var 4\dataset3\01228.jpg" dataset3\01228.jpg tulip
"C:\pp var 4\dataset3\00567.jpg" dataset3\00567.jpg tulip
"C:\pp var 4\dataset3\08154.jpg" dataset3\08154.jpg tulip
"C:\pp var 4\dataset3\00509.jpg" dataset3\00509.jpg tulip
"C:\pp var 4\dataset3\07251.jpg" dataset3\07251.jpg tulip
"C:\pp var 4\dataset3\01038.jpg" dataset3\01038.jpg tulip
"C:\pp var 4\dataset3\00642.jpg" dataset3\00642.jpg tulip
"C:\pp var 4\dataset3\02906.jpg" dataset3\02906.jpg tulip
"C:\pp var 4\dataset3\08616.jpg" dataset3\08616.jpg tulip
"C:\pp var 4\dataset3\00154.jpg" dataset3\00154.jpg tulip
"C:\pp var 4\dataset3\02986.jpg" dataset3\02986.jpg tulip
"C:\pp var 4\dataset3\08212.jpg" dataset3\08212.jpg tulip
"C:\pp var 4\dataset3\06151.jpg" dataset3\06151.jpg tulip
"C:\pp var 4\dataset3\09953.jpg" dataset3\09953.jpg tulip
"C:\pp var 4\dataset3\02985.jpg" dataset3\02985.jpg tulip
"C:\pp var 4\dataset3\09364.jpg" dataset3\09364.jpg tulip
"C:\pp var 4\dataset3\08729.jpg" dataset3\08729.jpg tulip
"C:\pp var 4\dataset3\06635.jpg" dataset3\06635.jpg tulip
"C:\pp var 4\dataset3\08183.jpg" dataset3\08183.jpg tulip
"C:\pp var 4\dataset3\08207.jpg" dataset3\08207.jpg tulip
"C:\pp var 4\dataset3\08767.jpg" dataset3\08767.jpg tulip
"C:\pp var 4\dataset3\06660.jpg" dataset3\06660.jpg tulip
"C:\pp var 4\dataset3\08914.jpg" dataset3\08914.jpg tulip
"C:\pp var 4\dataset3\02566.jpg" dataset3\02566.jpg tulip
"C:\pp var 4\dataset3\00679.jpg" dataset3\00679.jpg tulip
"C:\pp var 4\dataset3\04998.jpg" dataset3\04998.jpg tulip
"C:\pp var 4\dataset3\00428.jpg" dataset3\00428.jpg tulip
"C:\pp var 4\dataset3\02779.jpg" dataset3\02779.jpg tulip
"C:\pp var 4\dataset3\09738.jpg" dataset3\09738.jpg tulip
"C:\pp var 4\dataset3\04631.jpg" dataset3\04631.jpg tulip
"C:\pp var 4\dataset3\09832.jpg" dataset3\09832.jpg tulip
"C:\pp var 4\dataset3\05927.jpg" dataset3\05927.jpg tulip
"C:\pp var 4\dataset3\02211.jpg" dataset3\02211.jpg tulip
"C:\pp var 4\dataset3\04208.jpg" dataset3\04208.jpg tulip
"C:\pp var 4\dataset3\03868.jpg" dataset3\03868.jpg tulip
"C:\pp var 4\dataset3\01996.jpg" dataset3\01996.jpg tulip
"C:\pp var 4\dataset3\06194.jpg" dataset3\06194.jpg tulip
"C:\pp var 4\dataset3\00157.jpg" dataset3\00157.jpg tulip
"C:\pp var 4\dataset3\00357.jpg" dataset3\00357.jpg tulip
"C:\pp var 4\dataset3\08998.jpg" dataset3\08998.jpg tulip
"C:\pp var 4\dataset3\01942.jpg" dataset3\01942.jpg tulip
"C:\pp var 4\dataset3\03617.jpg" dataset3\03617.jpg tulip
"C:\pp var 4\dataset3\05082.jpg" dataset3\05082.jpg tulip
"C:\pp var 4\dataset3\03545.jpg" dataset3\03545.jpg tulip
"C:\pp var 4\dataset3\01459.jpg" dataset3\01459.jpg tulip
"C:\pp var 4\dataset3\03969.jpg" dataset3\03969.jpg tulip
"C:\pp var 4\dataset3\00827.jpg" dataset3\00827.jpg tulip
"C:\pp var 4\dataset3\00044.jpg" dataset3\00044.jpg tulip
"C:\pp var 4\dataset3\00270.jpg" dataset3\00270.jpg tulip
"C:\pp var 4\dataset3\03624.jpg" dataset3\03624.jpg tulip
"C:\pp var 4\dataset3\03308.jpg" dataset3\03308.jpg tulip
"C:\pp var 4\dataset3\01865.jpg" dataset3\01865.jpg tulip
"C:\pp var 4\dataset3\00589.jpg" dataset3\00589.jpg tulip
"C:\pp var 4\dataset3\03914.jpg" dataset3\03914.jpg tulip
"C:\pp var 4\dataset3\00324.jpg" dataset3\00324.jpg tulip
"C:\pp var 4\dataset3\07309.jpg" dataset3\07309.jpg tulip
"C:\pp var 4\dataset3\03456.jpg" dataset3\03456.jpg tulip
"C:\pp var 4\dataset3\02287.jpg" dataset3\02287.jpg tulip
"C:\pp var 4\dataset3\01643.jpg" dataset3\01643.jpg tulip
"C:\pp var 4\dataset3\00005.jpg" dataset3\00005.jpg tulip
"C:\pp var 4\dataset3\05108.jpg" dataset3\05108.jpg tulip
"C:\pp var 4\dataset3\02078.jpg" dataset3\02078.jpg tulip
"C:\pp var 4\dataset3\00306.jpg" dataset3\00306.jpg tulip
"C:\pp var 4\dataset3\08915.jpg" dataset3\08915.jpg tulip
"C:\pp var 4\dataset3\07190.jpg" dataset3\07190.jpg tulip
"C:\pp var 4\dataset3\02948.jpg" dataset3\02948.jpg tulip
"C:\pp var 4\dataset3\06742.jpg" dataset3\06742.jpg tulip
"C:\pp var 4\dataset3\09235.jpg" dataset3\09235.jpg tulip
"C:\pp var 4\dataset3\06262.jpg" dataset3\06262.jpg tulip
"C:\pp var 4\dataset3\08993.jpg" dataset3\08993.jpg tulip
"C:\pp var 4\dataset3\08542.jpg" dataset3\08542.jpg tulip
"C:\pp var 4\dataset3\07377.jpg" dataset3\07377.jpg tulip
"C:\pp var 4\dataset3\08016.jpg" dataset3\08016.jpg tulip
"C:\pp var 4\dataset3\08333.jpg" dataset3\08333.jpg tulip
"C:\pp var 4\dataset3\06451.jpg" dataset3\06451.jpg tulip
"C:\pp var 4\dataset3\04612.jpg" dataset3\04612.jpg tulip
"C:\pp var 4\dataset3\07014.jpg" dataset3\07014.jpg tulip
"C:\pp var 4\dataset3\03546.jpg" dataset3\03546.jpg tulip
"C:\pp var 4\dataset3\01661.jpg" dataset3\01661.jpg tulip
"C:\pp var 4\dataset3\08361.jpg" dataset3\08361.jpg tulip
"C:\pp var 4\dataset3\08041.jpg" dataset3\08041.jpg tulip
"C:\pp var 4\dataset3\01763.jpg" dataset3\01763.jpg tulip
"C:\pp var 4\dataset3\08455.jpg" dataset3\08455.jpg tulip
"C:\pp var 4\dataset3\08272.jpg" dataset3\08272.jpg tulip
"C:\pp var 4\dataset3\05457.jpg" dataset3\05457.jpg tulip
"C:\pp var 4\dataset3\05132.jpg" dataset3\05132.jpg tulip
"C:\pp var 4\dataset3\02048.jpg" dataset3\02048.jpg tulip
"C:\pp var 4\dataset3\06710.jpg" dataset3\06710.jpg tulip
"C:\pp var 4\dataset3\01777.jpg" dataset3\01777.jpg tulip
"C:\pp var 4\dataset3\07168.jpg" dataset3\07168.jpg tulip
"C:\pp var 4\dataset3\09300.jpg" dataset3\09300.jpg tulip
"C:\pp var 4\dataset3\01219.jpg" dataset3\01219.jpg tulip
"C:\pp var 4\dataset3\04753.jpg" dataset3\04753.jpg tulip
"C:\pp var 4\dataset3\03392.jpg" dataset3\03392.jpg tulip
"C:\pp var 4\dataset3\09539.jpg" dataset3\09539.jpg tulip
"C:\pp var 4\dataset3\05712.jpg" dataset3\05712.jpg tulip
"C:\pp var 4\dataset3\01755.jpg" dataset3\01755.jpg tulip
"C:\pp var 4\dataset3\00295.jpg" dataset3\00295.jpg tulip
"C:\pp var 4\dataset3\06230.jpg" dataset3\06230.jpg tulip
"C:\pp var 4\dataset3\04758.jpg" dataset3\04758.jpg tulip
"C:\pp var 4\dataset3\09824.jpg" dataset3\09824.jpg tulip
"C:\pp var 4\dataset3\04304.jpg" dataset3\04304.jpg tulip
"C:\pp var 4\dataset3\04702.jpg" dataset3\04702.jpg tulip
"C:\pp var 4\dataset3\08476.jpg" dataset3\08476.jpg tulip
"C:\pp var 4\dataset3\02043.jpg" dataset3\02043.jpg tulip
"C:\pp var 4\dataset3\01223.jpg" dataset3\01223.jpg tulip
"C:\pp var 4\dataset3\00491.jpg" dataset3\00491.jpg tulip
"C:\pp var 4\dataset3\08640.jpg" dataset3\08640.jpg tulip
"C:\pp var 4\dataset3\05819.jpg" dataset3\05819.jpg tulip
"C:\pp var 4\dataset3\05017.jpg" dataset3\05017.jpg tulip
"C:\pp var 4\dataset3\01614.jpg" dataset3\01614.jpg tulip
"C:\pp var 4\dataset3\03535.jpg" dataset3\03535.jpg tulip
"C:\pp var 4\dataset3\05816.jpg" dataset3\05816.jpg tulip
"C:\pp var 4\dataset3\04270.jpg" dataset3\04270.jpg tulip
"C:\pp var 4\dataset3\04634.jpg" dataset3\04634.jpg tulip
"C:\pp var 4\dataset3\00884.jpg" dataset3\00884.jpg tulip
"C:\pp var 4\dataset3\02449.jpg" dataset3\02449.jpg tulip
"C:\pp var 4\dataset3\02096.jpg" dataset3\02096.jpg tulip
"C:\pp var 4\dataset3\05976.jpg" dataset3\05976.jpg tulip
"C:\pp var 4\dataset3\05203.jpg" dataset3\05203.jpg tulip
"C:\pp var 4\dataset3\04045.jpg" dataset3\04045.jpg tulip
"C:\pp var 4\dataset3\06578.jpg" dataset3\06578.jpg tulip
"C:\pp var 4\dataset3\08841.jpg" dataset3\08841.jpg tulip
"C:\pp var 4\dataset3\08871.jpg" dataset3\08871.jpg tulip
"C:\pp var 4\dataset3\07813.jpg" dataset3\07813.jpg tulip
"C:\pp var 4\dataset3\05170.jpg" dataset3\05170.jpg tulip
"C:\pp var 4\dataset3\00942.jpg" dataset3\00942.jpg tulip
"C:\pp var 4\dataset3\00091.jpg" dataset3\00091.jpg tulip
"C:\pp var 4\dataset3\05211.jpg" dataset3\05211.jpg tulip
"C:\pp var 4\dataset3\04510.jpg" dataset3\04510.jpg tulip
"C:\pp var 4\dataset3\09604.jpg" dataset3\09604.jpg tulip
"C:\pp var 4\dataset3\07027.jpg" dataset3\07027.jpg tulip
"C:\pp var 4\dataset3\02442.jpg" dataset3\02442.jpg tulip
"C:\pp var 4\dataset3\00821.jpg" dataset3\00821.jpg tulip
"C:\pp var 4\dataset3\09620.jpg" dataset3\09620.jpg tulip
"C:\pp var 4\dataset3\00285.jpg" dataset3\00285.jpg tulip
"C:\pp var 4\dataset3\00064.jpg" dataset3\00064.jpg tulip
"C:\pp var 4\dataset3\09310.jpg" dataset3\09310.jpg tulip
"C:\pp var 4\dataset3\00414.jpg" dataset3\00414.jpg tulip
"C:\pp var 4\dataset3\06847.jpg" dataset3\06847.jpg tulip
"C:\pp var 4\dataset3\07171.jpg" dataset3\07171.jpg tulip
"C:\pp var 4\dataset3\01815.jpg" dataset3\01815.jpg tulip
"C:\pp var 4\dataset3\06087.jpg" dataset3\06087.jpg tulip
"C:\pp var 4\dataset3\09882.jpg" dataset3\09882.jpg tulip
"C:\pp var 4\dataset3\08674.jpg" dataset3\08674.jpg tulip
"C:\pp var 4\dataset3\06737.jpg" dataset3\06737.jpg tulip
"C:\pp var 4\dataset3\07610.jpg" dataset3\07610.jpg tulip
"C:\pp var 4\dataset3\06786.jpg" dataset3\06786.jpg tulip
"C:\pp var 4\dataset3\09359.jpg" dataset3\09359.jpg tulip
"C:\pp var 4\dataset3\07908.jpg" dataset3\07908.jpg tulip
"C:\pp var 4\dataset3\03041.jpg" dataset3\03041.jpg tulip
"C:\pp var 4\dataset3\03118.jpg" dataset3\03118.jpg tulip
"C:\pp var 4\dataset3\05710.jpg" dataset3\05710.jpg tulip
"C:\pp var 4\dataset3\03298.jpg" dataset3\03298.jpg tulip
"C:\pp var 4\dataset3\06124.jpg" dataset3\06124.jpg tulip
"C:\pp var 4\dataset3\08554.jpg" dataset3\08554.jpg tulip
"C:\pp var 4\dataset3\06656.jpg" dataset3\06656.jpg tulip
"C:\pp var 4\dataset3\05578.jpg" dataset3\05578.jpg tulip
"C:\pp var 4\dataset3\06523.jpg" dataset3\06523.jpg tulip
"C:\pp var 4\dataset3\07845.jpg" dataset3\07845.jpg tulip
"C:\pp var 4\dataset3\07165.jpg" dataset3\07165.jpg tulip
"C:\pp var 4\dataset3\06826.jpg" dataset3\06826.jpg tulip
"C:\pp var 4\dataset3\03433.jpg" dataset3\03433.jpg tulip
"C:\pp var 4\dataset3\06161.jpg" dataset3\06161.jpg tulip
"C:\pp var 4\dataset3\03822.jpg" dataset3\03822.jpg tulip
"C:\pp var 4\dataset3\06769.jpg" dataset3\06769.jpg tulip
"C:\pp var 4\dataset3\04194.jpg" dataset3\04194.jpg tulip
"C:\pp var 4\dataset3\02025.jpg" dataset3\02025.jpg tulip
"C:\pp var 4\dataset3\03359.jpg" dataset3\03359.jpg tulip
"C:\pp var 4\dataset3\00234.jpg" dataset3\00234.jpg tulip
"C:\pp var 4\dataset3\04871.jpg" dataset3\04871.jpg tulip
"C:\pp var 4\dataset3\08406.jpg" dataset3\08406.jpg tulip
"C:\pp var 4\dataset3\01569.jpg" dataset3\01569.jpg tulip
"C:\pp var 4\dataset3\08037.jpg" dataset3\08037.jpg tulip
"C:\pp var 4\dataset3\01873.jpg" dataset3\01873.jpg rose
"C:\pp var 4\dataset3\04093.jpg" dataset3\04093.jpg rose
"C:\pp var 4\dataset3\09544.jpg" dataset3\09544.jpg rose
"C:\pp var 4\dataset3\05040.jpg" dataset3\05040.jpg rose
"C:\pp var 4\dataset3\02224.jpg" dataset3\02224.jpg rose
"C:\pp var 4\dataset3\04626.jpg" dataset3\04626.jpg rose
"C:\pp var 4\dataset3\01243.jpg" dataset3\01243.jpg rose
"C:\pp var 4\dataset3\07432.jpg" dataset3\07432.jpg rose
"C:\pp var 4\dataset3\03359.jpg" dataset3\03359.jpg rose
"C:\pp var 4\dataset3\07222.jpg" dataset3\07222.jpg rose
"C:\pp var 4\dataset3\03109.jpg" dataset3\03109.jpg rose
"C:\pp var 4\dataset3\07963.jpg" dataset3\07963.jpg rose
"C:\pp var 4\dataset3\08803.jpg" dataset3\08803.jpg rose
"C:\pp var 4\dataset3\08923.jpg" dataset3\08923.jpg rose
"C:\pp var 4\dataset3\02838.jpg" dataset3\02838.jpg rose
"C:\pp var 4\dataset3\04056.jpg" dataset3\04056.jpg rose
"C:\pp var 4\dataset3\05225.jpg" dataset3\05225.jpg rose
"C:\pp var 4\dataset3\09937.jpg" dataset3\09937.jpg rose
"C:\pp var 4\dataset3\05011.jpg" dataset3\05011.jpg rose
"C:\pp var 4\dataset3\09868.jpg" dataset3\09868.jpg rose
"C:\pp var 4\dataset3\08975.jpg" dataset3\08975.jpg rose
"C:\pp var 4\dataset3\09805.jpg" dataset3\09805.jpg rose
"C:\pp var 4\dataset3\02612.jpg" dataset3\02612.jpg rose
"C:\pp var 4\dataset3\01385.jpg" dataset3\01385.jpg rose
"C:\pp var 4\dataset3\06472.jpg" dataset3\06472.jpg rose
"C:\pp var 4\dataset3\06493.jpg" dataset3\06493.jpg rose
"C:\pp var 4\dataset3\04525.jpg" dataset3\04525.jpg rose
"C:\pp var 4\dataset3\03176.jpg" dataset3\03176.jpg rose
"C:\pp var 4\dataset3\08377.jpg" dataset3\08377.jpg rose
"C:\pp var 4\dataset3\02794.jpg" dataset3\02794.jpg rose
"C:\pp var 4\dataset3\08248.jpg" dataset3\08248.jpg rose
"C:\pp var 4\dataset3\05575.jpg" dataset3\05575.jpg rose
"C:\pp var 4\dataset3\07407.jpg" dataset3\07407.jpg rose
"C:\pp var 4\dataset3\07991.jpg" dataset3\07991.jpg rose
"C:\pp var 4\dataset3\08349.jpg" dataset3\08349.jpg rose
"C:\pp var 4\dataset3\08213.jpg" dataset3\08213.jpg rose
"C:\pp var 4\dataset3\06239.jpg" dataset3\06239.jpg rose
"C:\pp var 4\dataset3\02280.jpg" dataset3\02280.jpg rose
"C:\pp var 4\dataset3\08698.jpg" dataset3\08698.jpg rose
"C:\pp var 4\dataset3\07836.jpg" dataset3\07836.jpg rose
"C:\pp var 4\dataset3\09477.jpg" dataset3\09477.jpg rose
"C:\pp var 4\dataset3\01552.jpg" dataset3\01552.jpg rose
"C:\pp var 4\dataset3\04771.jpg" dataset3\04771.jpg rose
"C:\pp var 4\dataset3\09933.jpg" dataset3\09933.jpg rose
"C:\pp var 4\dataset3\02201.jpg" dataset3\02201.jpg rose
"C:\pp var 4\dataset3\04271.jpg" dataset3\04271.jpg rose
"C:\pp var 4\dataset3\08059.jpg" dataset3\08059.jpg rose
"C:\pp var 4\dataset3\04746.jpg" dataset3\04746.jpg rose
"C:\pp var 4\dataset3\08668.jpg" dataset3\08668.jpg rose
"C:\pp var 4\dataset3\00050.jpg" dataset3\00050.jpg rose
"C:\pp var 4\dataset3\05660.jpg" dataset3\05660.jpg rose
"C:\pp var 4\dataset3\09651.jpg" dataset3\09651.jpg rose
"C:\pp var 4\dataset3\09309.jpg" dataset3\09309.jpg rose
"C:\pp var 4\dataset3\06506.jpg" dataset3\06506.jpg rose
"C:\pp var 4\dataset3\06719.jpg" dataset3\06719.jpg rose
"C:\pp var 4\dataset3\05568.jpg" dataset3\05568.jpg rose
"C:\pp var 4\dataset3\03947.jpg" dataset3\03947.jpg rose
"C:\pp var 4\dataset3\00932.jpg" dataset3\00932.jpg rose
"C:\pp var 4\dataset3\09655.jpg" dataset3\09655.jpg rose
"C:\pp var 4\dataset3\07383.jpg" dataset3\07383.jpg rose
"C:\pp var 4\dataset3\00429.jpg" dataset3\00429.jpg rose
"C:\pp var 4\dataset3\02861.jpg" dataset3\02861.jpg rose
"C:\pp var 4\dataset3\07541.jpg" dataset3\07541.jpg rose
"C:\pp var 4\dataset3\07346.jpg" dataset3\07346.jpg rose
"C:\pp var 4\dataset3\07451.jpg" dataset3\07451.jpg rose
"C:\pp var 4\dataset3\03592.jpg" dataset3\03592.jpg rose
"C:\pp var 4\dataset3\08595.jpg" dataset3\08595.jpg rose
"C:\pp var 4\dataset3\04698.jpg" dataset3\04698.jpg rose
"C:\pp var 4\dataset3\09766.jpg" dataset3\09766.jpg rose
"C:\pp var 4\dataset3\06213.jpg" dataset3\06213.jpg rose
"C:\pp var 4\dataset3\05373.jpg" dataset3\05373.jpg rose
"C:\pp var 4\dataset3\01578.jpg" dataset3\01578.jpg rose
"C:\pp var 4\dataset3\07843.jpg" dataset3\07843.jpg rose
"C:\pp var 4\dataset3\05230.jpg" dataset3\05230.jpg rose
"C:\pp var 4\dataset3\09246.jpg" dataset3\09246.jpg rose
"C:\pp var 4\dataset3\08573.jpg" dataset3\08573.jpg rose
"C:\pp var 4\dataset3\00285.jpg" dataset3\00285.jpg rose
"C:\pp var 4\dataset3\03551.jpg" dataset3\03551.jpg rose
"C:\pp var 4\dataset3\09049.jpg" dataset3\09049.jpg rose
"C:\pp var 4\dataset3\05931.jpg" dataset3\05931.jpg rose
"C:\pp var 4\dataset3\04434.jpg" dataset3\04434.jpg rose
"C:\pp var 4\dataset3\05418.jpg" dataset3\05418.jpg rose
"C:\pp var 4\dataset3\03354.jpg" dataset3\03354.jpg rose
"C:\pp var 4\dataset3\04041.jpg" dataset3\04041.jpg rose
"C:\pp var 4\dataset3\08279.jpg" dataset3\08279.jpg rose
"C:\pp var 4\dataset3\09455.jpg" dataset3\09455.jpg rose
"C:\pp var 4\dataset3\09163.jpg" dataset3\09163.jpg rose
"C:\pp var 4\dataset3\01284.jpg" dataset3\01284.jpg rose
"C:\pp var 4\dataset3\03274.jpg" dataset3\03274.jpg rose
"C:\pp var 4\dataset3\03437.jpg" dataset3\03437.jpg rose
"C:\pp var 4\dataset3\06777.jpg" dataset3\06777.jpg rose
"C:\pp var 4\dataset3\06243.jpg" dataset3\06243.jpg rose
"C:\pp var 4\dataset3\09515.jpg" dataset3\09515.jpg rose
"C:\pp var 4\dataset3\01954.jpg" dataset3\01954.jpg rose
"C:\pp var 4\dataset3\07875.jpg" dataset3\07875.jpg rose
"C:\pp var 4\dataset3\02302.jpg" dataset3\02302.jpg rose
"C:\pp var 4\dataset3\01237.jpg" dataset3\01237.jpg rose
"C:\pp var 4\dataset3\02338.jpg" dataset3\02338.jpg rose
"C:\pp var 4\dataset3\02344.jpg" dataset3\02344.jpg rose
"C:\pp var 4\dataset3\05377.jpg" dataset3\05377.jpg rose
"C:\pp var 4\dataset3\07786.jpg" dataset3\07786.jpg rose
"C:\pp var 4\dataset3\00045.jpg" dataset3\00045.jpg rose
"C:\pp var 4\dataset3\04897.jpg" dataset3\04897.jpg rose
"C:\pp var 4\dataset3\03345.jpg" dataset3\03345.jpg rose
"C:\pp var 4\dataset3\09230.jpg" dataset3\09230.jpg rose
"C:\pp var 4\dataset3\07334.jpg" dataset3\07334.jpg rose
"C:\pp var 4\dataset3\05513.jpg" dataset3\05513.jpg rose
"C:\pp var 4\dataset3\05965.jpg" dataset3\05965.jpg rose
"C:\pp var 4\dataset3\08672.jpg" dataset3\08672.jpg rose
"C:\pp var 4\dataset3\08751.jpg" dataset3\08751.jpg rose
"C:\pp var 4\dataset3\09071.jpg" dataset3\09071.jpg rose
"C:\pp var 4\dataset3\09787.jpg" dataset3\09787.jpg rose
"C:\pp var 4\dataset3\04792.jpg" dataset3\04792.jpg rose
"C:\pp var 4\dataset3\01158.jpg" dataset3\01158.jpg rose
"C:\pp var 4\dataset3\05174.jpg" dataset3\05174.jpg rose
"C:\pp var 4\dataset3\05354.jpg" dataset3\05354.jpg rose
"C:\pp var 4\dataset3\00899.jpg" dataset3\00899.jpg rose
"C:\pp var 4\dataset3\00848.jpg" dataset3\00848.jpg rose
"C:\pp var 4\dataset3\09424.jpg" dataset3\09424.jpg rose
"C:\pp var 4\dataset3\00039.jpg" dataset3\00039.jpg rose
"C:\pp var 4\dataset3\01014.jpg" dataset3\01014.jpg rose
"C:\pp var 4\dataset3\09689.jpg" dataset3\09689.jpg rose
"C:\pp var 4\dataset3\05624.jpg" dataset3\05624.jpg rose
"C:\pp var 4\dataset3\03413.jpg" dataset3\03413.jpg rose
"C:\pp var 4\dataset3\07020.jpg" dataset3\07020.jpg rose
"C:\pp var 4\dataset3\06638.jpg" dataset3\06638.jpg rose
"C:\pp var 4\dataset3\02572.jpg" dataset3\02572.jpg rose
"C:\pp var 4\dataset3\00302.jpg" dataset3\00302.jpg rose
"C:\pp var 4\dataset3\02621.jpg" dataset3\02621.jpg rose
"C:\pp var 4\dataset3\06684.jpg" dataset3\06684.jpg rose
"C:\pp var 4\dataset3\06626.jpg" dataset3\06626.jpg rose
"C:\pp var 4\dataset3\01595.jpg" dataset3\01595.jpg rose
"C:\pp var 4\dataset3\08260.jpg" dataset3\08260.jpg rose
"C:\pp var 4\dataset3\05451.jpg" dataset3\05451.jpg rose
"C:\pp var 4\dataset3\06710.jpg" dataset3\06710.jpg rose
"C:\pp var 4\dataset3\04660.jpg" dataset3\04660.jpg rose
"C:\pp var 4\dataset3\02637.jpg" dataset3\02637.jpg rose
